"";"inst_all"
"12214";"https://openalex.org/I258800397"
"12215";"https://openalex.org/I263567798"
"12216";"https://openalex.org/I2799753734"
"12217";"https://openalex.org/I2801814493"
"12218";"https://openalex.org/I2802046543"
"12219";"https://openalex.org/I3130743028"
"12220";"https://openalex.org/I4210086706"
"12221";"https://openalex.org/I4210087687"
"12222";"https://openalex.org/I4210089066"
"12223";"https://openalex.org/I4210089486"
"12224";"https://openalex.org/I4210092754"
"12225";"https://openalex.org/I4210093923"
"12226";"https://openalex.org/I4210095330"
"12227";"https://openalex.org/I4210095913"
"12228";"https://openalex.org/I4210100207"
"12229";"https://openalex.org/I4210101918"
"12230";"https://openalex.org/I4210104705"
"12231";"https://openalex.org/I4210105304"
"12232";"https://openalex.org/I4210107169"
"12233";"https://openalex.org/I4210108960"
"12234";"https://openalex.org/I4210111578"
"12235";"https://openalex.org/I4210113866"
"12236";"https://openalex.org/I4210123258"
"12237";"https://openalex.org/I4210124571"
"12238";"https://openalex.org/I4210125318"
"12239";"https://openalex.org/I4210127613"
"12240";"https://openalex.org/I4210129146"
"12241";"https://openalex.org/I4210133208"
"12242";"https://openalex.org/I4210135996"
"12243";"https://openalex.org/I4210137748"
"12244";"https://openalex.org/I4210140982"
"12245";"https://openalex.org/I4210143767"
"12246";"https://openalex.org/I4210144542"
"12247";"https://openalex.org/I4210145244"
"12248";"https://openalex.org/I4210145266"
"12249";"https://openalex.org/I4210146599"
"12250";"https://openalex.org/I4210146975"
"12251";"https://openalex.org/I4210147877"
"12252";"https://openalex.org/I4210147983"
"12253";"https://openalex.org/I4210148284"
"12254";"https://openalex.org/I4210148745"
"12255";"https://openalex.org/I4210149944"
"12256";"https://openalex.org/I4210152684"
"12257";"https://openalex.org/I4210152965"
"12258";"https://openalex.org/I4210162189"
"12259";"https://openalex.org/I4210162191"
"12260";"https://openalex.org/I4210163778"
"12261";"https://openalex.org/I4210164937"
"12262";"https://openalex.org/I4210166725"
"12263";"https://openalex.org/I71715416"
"12264";"https://openalex.org/I71736372"
"12265";"https://openalex.org/I1290830857"
"12266";"https://openalex.org/I148412808"
"12267";"https://openalex.org/I169222155"
"12268";"https://openalex.org/I19833938"
"12269";"https://openalex.org/I216906400"
"12270";"https://openalex.org/I254181534"
"12271";"https://openalex.org/I2800089517"
"12272";"https://openalex.org/I2800895607"
"12273";"https://openalex.org/I2801148111"
"12274";"https://openalex.org/I2802050225"
"12275";"https://openalex.org/I2802094821"
"12276";"https://openalex.org/I2802177084"
"12277";"https://openalex.org/I2802437833"
"12278";"https://openalex.org/I4210086012"
"12279";"https://openalex.org/I4210087633"
"12280";"https://openalex.org/I4210091825"
"12281";"https://openalex.org/I4210092090"
"12282";"https://openalex.org/I4210096700"
"12283";"https://openalex.org/I4210098320"
"12284";"https://openalex.org/I4210104297"
"12285";"https://openalex.org/I4210106592"
"12286";"https://openalex.org/I4210111321"
"12287";"https://openalex.org/I4210111807"
"12288";"https://openalex.org/I4210115206"
"12289";"https://openalex.org/I4210115545"
"12290";"https://openalex.org/I4210117059"
"12291";"https://openalex.org/I4210125535"
"12292";"https://openalex.org/I4210126848"
"12293";"https://openalex.org/I4210132269"
"12294";"https://openalex.org/I4210132645"
"12295";"https://openalex.org/I4210138331"
"12296";"https://openalex.org/I4210140791"
"12297";"https://openalex.org/I4210146546"
"12298";"https://openalex.org/I4210150722"
"12299";"https://openalex.org/I4210158717"
"12300";"https://openalex.org/I4210162595"
"12301";"https://openalex.org/I4210163038"
"12302";"https://openalex.org/I66906201"
"12303";"https://openalex.org/I98555331"
"12304";"https://openalex.org/I149521062"
"12305";"https://openalex.org/I193374721"
"12306";"https://openalex.org/I2801025900"
"12307";"https://openalex.org/I38452253"
"12308";"https://openalex.org/I4210096924"
"12309";"https://openalex.org/I4210112050"
"12310";"https://openalex.org/I4210115356"
"12311";"https://openalex.org/I4210120824"
"12312";"https://openalex.org/I4210122257"
"12313";"https://openalex.org/I4210126075"
"12314";"https://openalex.org/I4210156960"
"12315";"https://openalex.org/I4210162356"
"12316";"https://openalex.org/I52719799"
"12317";"https://openalex.org/I6665906"
"12318";"https://openalex.org/I85459889"
"12319";"https://openalex.org/I91216915"
"12320";"https://openalex.org/I1298853749"
"12321";"https://openalex.org/I27963644"
"12322";"https://openalex.org/I2799428867"
"12323";"https://openalex.org/I3017406727"
"12324";"https://openalex.org/I4210107157"
"12325";"https://openalex.org/I2801599501"
"12326";"https://openalex.org/I2802429487"
"12327";"https://openalex.org/I4210092608"
"12328";"https://openalex.org/I4210095284"
"12329";"https://openalex.org/I4210096172"
"12330";"https://openalex.org/I4210098978"
"12331";"https://openalex.org/I4210104706"
"12332";"https://openalex.org/I4210118955"
"12333";"https://openalex.org/I4210122164"
"12334";"https://openalex.org/I4210128036"
"12335";"https://openalex.org/I4210128180"
"12336";"https://openalex.org/I4210130110"
"12337";"https://openalex.org/I4210137926"
"12338";"https://openalex.org/I4210164325"
"12339";"https://openalex.org/I56404289"
"12340";"https://openalex.org/I74623043"
"12341";"https://openalex.org/I92777862"
"12342";"https://openalex.org/I102420622"
"12343";"https://openalex.org/I103605164"
"12344";"https://openalex.org/I1301102746"
"12345";"https://openalex.org/I1333939285"
"12346";"https://openalex.org/I1342911587"
"12347";"https://openalex.org/I134453025"
"12348";"https://openalex.org/I135366938"
"12349";"https://openalex.org/I149640151"
"12350";"https://openalex.org/I163039527"
"12351";"https://openalex.org/I166580119"
"12352";"https://openalex.org/I174385955"
"12353";"https://openalex.org/I176611909"
"12354";"https://openalex.org/I185573737"
"12355";"https://openalex.org/I186356647"
"12356";"https://openalex.org/I188529364"
"12357";"https://openalex.org/I190005736"
"12358";"https://openalex.org/I193352282"
"12359";"https://openalex.org/I197869895"
"12360";"https://openalex.org/I201719341"
"12361";"https://openalex.org/I206046566"
"12362";"https://openalex.org/I240808814"
"12363";"https://openalex.org/I260054107"
"12364";"https://openalex.org/I2799426162"
"12365";"https://openalex.org/I2799463389"
"12366";"https://openalex.org/I2800129641"
"12367";"https://openalex.org/I2800837690"
"12368";"https://openalex.org/I2800873102"
"12369";"https://openalex.org/I2800935791"
"12370";"https://openalex.org/I2801120862"
"12371";"https://openalex.org/I2801318138"
"12372";"https://openalex.org/I2801561730"
"12373";"https://openalex.org/I2801841909"
"12374";"https://openalex.org/I2802000655"
"12375";"https://openalex.org/I2802282791"
"12376";"https://openalex.org/I2802348851"
"12377";"https://openalex.org/I3130984881"
"12378";"https://openalex.org/I3131062850"
"12379";"https://openalex.org/I3132423661"
"12380";"https://openalex.org/I324219585"
"12381";"https://openalex.org/I33339663"
"12382";"https://openalex.org/I34614084"
"12383";"https://openalex.org/I347673840"
"12384";"https://openalex.org/I4210086193"
"12385";"https://openalex.org/I4210086990"
"12386";"https://openalex.org/I4210087053"
"12387";"https://openalex.org/I4210089485"
"12388";"https://openalex.org/I4210090985"
"12389";"https://openalex.org/I4210091270"
"12390";"https://openalex.org/I4210091564"
"12391";"https://openalex.org/I4210091577"
"12392";"https://openalex.org/I4210093629"
"12393";"https://openalex.org/I4210093776"
"12394";"https://openalex.org/I4210094775"
"12395";"https://openalex.org/I4210094970"
"12396";"https://openalex.org/I4210095550"
"12397";"https://openalex.org/I4210096256"
"12398";"https://openalex.org/I4210097317"
"12399";"https://openalex.org/I4210098082"
"12400";"https://openalex.org/I4210098721"
"12401";"https://openalex.org/I4210101107"
"12402";"https://openalex.org/I4210101656"
"12403";"https://openalex.org/I4210101808"
"12404";"https://openalex.org/I4210103238"
"12405";"https://openalex.org/I4210108067"
"12406";"https://openalex.org/I4210109599"
"12407";"https://openalex.org/I4210110579"
"12408";"https://openalex.org/I4210110609"
"12409";"https://openalex.org/I4210110961"
"12410";"https://openalex.org/I4210111085"
"12411";"https://openalex.org/I4210112114"
"12412";"https://openalex.org/I4210114338"
"12413";"https://openalex.org/I4210117216"
"12414";"https://openalex.org/I4210117642"
"12415";"https://openalex.org/I4210117751"
"12416";"https://openalex.org/I4210119141"
"12417";"https://openalex.org/I4210121051"
"12418";"https://openalex.org/I4210121229"
"12419";"https://openalex.org/I4210121976"
"12420";"https://openalex.org/I4210122187"
"12421";"https://openalex.org/I4210123355"
"12422";"https://openalex.org/I4210124029"
"12423";"https://openalex.org/I4210126061"
"12424";"https://openalex.org/I4210126311"
"12425";"https://openalex.org/I4210128166"
"12426";"https://openalex.org/I4210129390"
"12427";"https://openalex.org/I4210129855"
"12428";"https://openalex.org/I4210129982"
"12429";"https://openalex.org/I4210130022"
"12430";"https://openalex.org/I4210130079"
"12431";"https://openalex.org/I4210130325"
"12432";"https://openalex.org/I4210131056"
"12433";"https://openalex.org/I4210131292"
"12434";"https://openalex.org/I4210131701"
"12435";"https://openalex.org/I4210132262"
"12436";"https://openalex.org/I4210132687"
"12437";"https://openalex.org/I4210132745"
"12438";"https://openalex.org/I4210132763"
"12439";"https://openalex.org/I4210135169"
"12440";"https://openalex.org/I4210135655"
"12441";"https://openalex.org/I4210135949"
"12442";"https://openalex.org/I4210135994"
"12443";"https://openalex.org/I4210136334"
"12444";"https://openalex.org/I4210137358"
"12445";"https://openalex.org/I4210137413"
"12446";"https://openalex.org/I4210140557"
"12447";"https://openalex.org/I4210141093"
"12448";"https://openalex.org/I4210142574"
"12449";"https://openalex.org/I4210143603"
"12450";"https://openalex.org/I4210144900"
"12451";"https://openalex.org/I4210145378"
"12452";"https://openalex.org/I4210148702"
"12453";"https://openalex.org/I4210149641"
"12454";"https://openalex.org/I4210150973"
"12455";"https://openalex.org/I4210152517"
"12456";"https://openalex.org/I4210153604"
"12457";"https://openalex.org/I4210154201"
"12458";"https://openalex.org/I4210154595"
"12459";"https://openalex.org/I4210154711"
"12460";"https://openalex.org/I4210156109"
"12461";"https://openalex.org/I4210156260"
"12462";"https://openalex.org/I4210157527"
"12463";"https://openalex.org/I4210158709"
"12464";"https://openalex.org/I4210159495"
"12465";"https://openalex.org/I4210160754"
"12466";"https://openalex.org/I4210161075"
"12467";"https://openalex.org/I4210161492"
"12468";"https://openalex.org/I4210162660"
"12469";"https://openalex.org/I4210162809"
"12470";"https://openalex.org/I4210163217"
"12471";"https://openalex.org/I4210163226"
"12472";"https://openalex.org/I4210163678"
"12473";"https://openalex.org/I4210164586"
"12474";"https://openalex.org/I4210166306"
"12475";"https://openalex.org/I4210166623"
"12476";"https://openalex.org/I4210166976"
"12477";"https://openalex.org/I52334195"
"12478";"https://openalex.org/I55664587"
"12479";"https://openalex.org/I56001253"
"12480";"https://openalex.org/I61567134"
"12481";"https://openalex.org/I6670963"
"12482";"https://openalex.org/I70768539"
"12483";"https://openalex.org/I76248293"
"12484";"https://openalex.org/I78547848"
"12485";"https://openalex.org/I83048579"
"12486";"https://openalex.org/I83519826"
"12487";"https://openalex.org/I86843133"
"12488";"https://openalex.org/I874769580"
"12489";"https://openalex.org/I920293368"
"12490";"https://openalex.org/I119241673"
"12491";"https://openalex.org/I130923123"
"12492";"https://openalex.org/I1314251682"
"12493";"https://openalex.org/I1318163915"
"12494";"https://openalex.org/I1322300227"
"12495";"https://openalex.org/I1335113835"
"12496";"https://openalex.org/I133845707"
"12497";"https://openalex.org/I1339895191"
"12498";"https://openalex.org/I137543953"
"12499";"https://openalex.org/I151567339"
"12500";"https://openalex.org/I154136665"
"12501";"https://openalex.org/I165951966"
"12502";"https://openalex.org/I174167972"
"12503";"https://openalex.org/I177449303"
"12504";"https://openalex.org/I180297670"
"12505";"https://openalex.org/I189957204"
"12506";"https://openalex.org/I203646059"
"12507";"https://openalex.org/I204205638"
"12508";"https://openalex.org/I204710742"
"12509";"https://openalex.org/I24245652"
"12510";"https://openalex.org/I2799590898"
"12511";"https://openalex.org/I2799663380"
"12512";"https://openalex.org/I2799708633"
"12513";"https://openalex.org/I2801652441"
"12514";"https://openalex.org/I2801919695"
"12515";"https://openalex.org/I2802690124"
"12516";"https://openalex.org/I2802999702"
"12517";"https://openalex.org/I287756978"
"12518";"https://openalex.org/I28813325"
"12519";"https://openalex.org/I3131031036"
"12520";"https://openalex.org/I3132035342"
"12521";"https://openalex.org/I3132053282"
"12522";"https://openalex.org/I4210085871"
"12523";"https://openalex.org/I4210085935"
"12524";"https://openalex.org/I4210087015"
"12525";"https://openalex.org/I4210088197"
"12526";"https://openalex.org/I4210088647"
"12527";"https://openalex.org/I4210089544"
"12528";"https://openalex.org/I4210091616"
"12529";"https://openalex.org/I4210093880"
"12530";"https://openalex.org/I4210094408"
"12531";"https://openalex.org/I4210095778"
"12532";"https://openalex.org/I4210101360"
"12533";"https://openalex.org/I4210103467"
"12534";"https://openalex.org/I4210103784"
"12535";"https://openalex.org/I4210104163"
"12536";"https://openalex.org/I4210106426"
"12537";"https://openalex.org/I4210109455"
"12538";"https://openalex.org/I4210111441"
"12539";"https://openalex.org/I4210112089"
"12540";"https://openalex.org/I4210114819"
"12541";"https://openalex.org/I4210115551"
"12542";"https://openalex.org/I4210117754"
"12543";"https://openalex.org/I4210123171"
"12544";"https://openalex.org/I4210123373"
"12545";"https://openalex.org/I4210124132"
"12546";"https://openalex.org/I4210127143"
"12547";"https://openalex.org/I4210131756"
"12548";"https://openalex.org/I4210132034"
"12549";"https://openalex.org/I4210134386"
"12550";"https://openalex.org/I4210135200"
"12551";"https://openalex.org/I4210140540"
"12552";"https://openalex.org/I4210142979"
"12553";"https://openalex.org/I4210147322"
"12554";"https://openalex.org/I4210148225"
"12555";"https://openalex.org/I4210152222"
"12556";"https://openalex.org/I4210153973"
"12557";"https://openalex.org/I4210155746"
"12558";"https://openalex.org/I4210155967"
"12559";"https://openalex.org/I4210156165"
"12560";"https://openalex.org/I4210156341"
"12561";"https://openalex.org/I4210158023"
"12562";"https://openalex.org/I4210158357"
"12563";"https://openalex.org/I4210161716"
"12564";"https://openalex.org/I4210162122"
"12565";"https://openalex.org/I4210162955"
"12566";"https://openalex.org/I4210163633"
"12567";"https://openalex.org/I60922564"
"12568";"https://openalex.org/I904910273"
"12569";"https://openalex.org/I1281641059"
"12570";"https://openalex.org/I1313861171"
"12571";"https://openalex.org/I157153078"
"12572";"https://openalex.org/I181637171"
"12573";"https://openalex.org/I19370010"
"12574";"https://openalex.org/I199932263"
"12575";"https://openalex.org/I2450724"
"12576";"https://openalex.org/I27780798"
"12577";"https://openalex.org/I2799886695"
"12578";"https://openalex.org/I2801795740"
"12579";"https://openalex.org/I2802810506"
"12580";"https://openalex.org/I4210088696"
"12581";"https://openalex.org/I4210089460"
"12582";"https://openalex.org/I4210090499"
"12583";"https://openalex.org/I4210097325"
"12584";"https://openalex.org/I4210101598"
"12585";"https://openalex.org/I4210102540"
"12586";"https://openalex.org/I4210110275"
"12587";"https://openalex.org/I4210111319"
"12588";"https://openalex.org/I4210113437"
"12589";"https://openalex.org/I4210115078"
"12590";"https://openalex.org/I4210115224"
"12591";"https://openalex.org/I4210116098"
"12592";"https://openalex.org/I4210126839"
"12593";"https://openalex.org/I4210129543"
"12594";"https://openalex.org/I4210131362"
"12595";"https://openalex.org/I4210133520"
"12596";"https://openalex.org/I4210137651"
"12597";"https://openalex.org/I4210137676"
"12598";"https://openalex.org/I4210139391"
"12599";"https://openalex.org/I4210143957"
"12600";"https://openalex.org/I4210144413"
"12601";"https://openalex.org/I4210151658"
"12602";"https://openalex.org/I4210155633"
"12603";"https://openalex.org/I4210157004"
"12604";"https://openalex.org/I4210162772"
"12605";"https://openalex.org/I4210163022"
"12606";"https://openalex.org/I79833322"
"12607";"https://openalex.org/I13735046"
"12608";"https://openalex.org/I197097402"
"12609";"https://openalex.org/I269609894"
"12610";"https://openalex.org/I2799803557"
"12611";"https://openalex.org/I2801979204"
"12612";"https://openalex.org/I2802697700"
"12613";"https://openalex.org/I4210105079"
"12614";"https://openalex.org/I4210109034"
"12615";"https://openalex.org/I4210120100"
"12616";"https://openalex.org/I4210122017"
"12617";"https://openalex.org/I4210126363"
"12618";"https://openalex.org/I4210131041"
"12619";"https://openalex.org/I4210137148"
"12620";"https://openalex.org/I4210145812"
"12621";"https://openalex.org/I4210149704"
"12622";"https://openalex.org/I80584463"
"12623";"https://openalex.org/I151328261"
"12624";"https://openalex.org/I4210115238"
"12625";"https://openalex.org/I4210121439"
"12626";"https://openalex.org/I4210121749"
"12627";"https://openalex.org/I4210128173"
"12628";"https://openalex.org/I4210140065"
"12629";"https://openalex.org/I4210157424"
"12630";"https://openalex.org/I4210160498"
"12631";"https://openalex.org/I1289196864"
"12632";"https://openalex.org/I1307323311"
"12633";"https://openalex.org/I200296433"
"12634";"https://openalex.org/I271893122"
"12635";"https://openalex.org/I4210100404"
"12636";"https://openalex.org/I4210101880"
"12637";"https://openalex.org/I4210102700"
"12638";"https://openalex.org/I4210104882"
"12639";"https://openalex.org/I4210115395"
"12640";"https://openalex.org/I4210146417"
"12641";"https://openalex.org/I4210148040"
"12642";"https://openalex.org/I4210154960"
"12643";"https://openalex.org/I4210161961"
"12644";"https://openalex.org/I128932393"
"12645";"https://openalex.org/I1330701686"
"12646";"https://openalex.org/I137844521"
"12647";"https://openalex.org/I2799483119"
"12648";"https://openalex.org/I2800435062"
"12649";"https://openalex.org/I2801053747"
"12650";"https://openalex.org/I2802286613"
"12651";"https://openalex.org/I2802718270"
"12652";"https://openalex.org/I2802939451"
"12653";"https://openalex.org/I3125079907"
"12654";"https://openalex.org/I4210085895"
"12655";"https://openalex.org/I4210086369"
"12656";"https://openalex.org/I4210098314"
"12657";"https://openalex.org/I4210100421"
"12658";"https://openalex.org/I4210104684"
"12659";"https://openalex.org/I4210105992"
"12660";"https://openalex.org/I4210107520"
"12661";"https://openalex.org/I4210108017"
"12662";"https://openalex.org/I4210122384"
"12663";"https://openalex.org/I4210129594"
"12664";"https://openalex.org/I4210129793"
"12665";"https://openalex.org/I4210133605"
"12666";"https://openalex.org/I4210136070"
"12667";"https://openalex.org/I4210148309"
"12668";"https://openalex.org/I4210149517"
"12669";"https://openalex.org/I4210154771"
"12670";"https://openalex.org/I4210155205"
"12671";"https://openalex.org/I4210166709"
"12672";"https://openalex.org/I67206655"
"12673";"https://openalex.org/I9796191"
"12674";"https://openalex.org/I99714305"
"12675";"https://openalex.org/I113133037"
"12676";"https://openalex.org/I1323843004"
"12677";"https://openalex.org/I1338637020"
"12678";"https://openalex.org/I184763120"
"12679";"https://openalex.org/I208470662"
"12680";"https://openalex.org/I2801269068"
"12681";"https://openalex.org/I2802552662"
"12682";"https://openalex.org/I4210088478"
"12683";"https://openalex.org/I4210123505"
"12684";"https://openalex.org/I4210125424"
"12685";"https://openalex.org/I4210128445"
"12686";"https://openalex.org/I4210131782"
"12687";"https://openalex.org/I4210135839"
"12688";"https://openalex.org/I4210149491"
"12689";"https://openalex.org/I4210149511"
"12690";"https://openalex.org/I4210153290"
"12691";"https://openalex.org/I4210159918"
"12692";"https://openalex.org/I4210161261"
"12693";"https://openalex.org/I1314596251"
"12694";"https://openalex.org/I245818263"
"12695";"https://openalex.org/I2801321107"
"12696";"https://openalex.org/I3132934759"
"12697";"https://openalex.org/I4210101753"
"12698";"https://openalex.org/I4210105990"
"12699";"https://openalex.org/I4210115099"
"12700";"https://openalex.org/I4210118249"
"12701";"https://openalex.org/I4210121066"
"12702";"https://openalex.org/I4210145060"
"12703";"https://openalex.org/I77199428"
"12704";"https://openalex.org/I169655526"
"12705";"https://openalex.org/I4210118010"
"12706";"https://openalex.org/I4210133068"
"12707";"https://openalex.org/I4210143553"
"12708";"https://openalex.org/I1313003366"
"12709";"https://openalex.org/I132801547"
"12710";"https://openalex.org/I4210124224"
"12711";"https://openalex.org/I4210126907"
"12712";"https://openalex.org/I4210127163"
"12713";"https://openalex.org/I4210127595"
"12714";"https://openalex.org/I103990859"
"12715";"https://openalex.org/I117277806"
"12716";"https://openalex.org/I126859394"
"12717";"https://openalex.org/I1296787989"
"12718";"https://openalex.org/I1306490931"
"12719";"https://openalex.org/I1308724467"
"12720";"https://openalex.org/I1335369389"
"12721";"https://openalex.org/I210824098"
"12722";"https://openalex.org/I2738703131"
"12723";"https://openalex.org/I2801281326"
"12724";"https://openalex.org/I2801954024"
"12725";"https://openalex.org/I2802587341"
"12726";"https://openalex.org/I30809798"
"12727";"https://openalex.org/I3132069261"
"12728";"https://openalex.org/I35445894"
"12729";"https://openalex.org/I4210087123"
"12730";"https://openalex.org/I4210087596"
"12731";"https://openalex.org/I4210094879"
"12732";"https://openalex.org/I4210097402"
"12733";"https://openalex.org/I4210098141"
"12734";"https://openalex.org/I4210100030"
"12735";"https://openalex.org/I4210105245"
"12736";"https://openalex.org/I4210105332"
"12737";"https://openalex.org/I4210105637"
"12738";"https://openalex.org/I4210107051"
"12739";"https://openalex.org/I4210107834"
"12740";"https://openalex.org/I4210107858"
"12741";"https://openalex.org/I4210114115"
"12742";"https://openalex.org/I4210114623"
"12743";"https://openalex.org/I4210117582"
"12744";"https://openalex.org/I4210120569"
"12745";"https://openalex.org/I4210120979"
"12746";"https://openalex.org/I4210130240"
"12747";"https://openalex.org/I4210134102"
"12748";"https://openalex.org/I4210134275"
"12749";"https://openalex.org/I4210135052"
"12750";"https://openalex.org/I4210137386"
"12751";"https://openalex.org/I4210138653"
"12752";"https://openalex.org/I4210141056"
"12753";"https://openalex.org/I4210142051"
"12754";"https://openalex.org/I4210143202"
"12755";"https://openalex.org/I4210143452"
"12756";"https://openalex.org/I4210143882"
"12757";"https://openalex.org/I4210145242"
"12758";"https://openalex.org/I4210145829"
"12759";"https://openalex.org/I4210146682"
"12760";"https://openalex.org/I4210150180"
"12761";"https://openalex.org/I4210151260"
"12762";"https://openalex.org/I4210156749"
"12763";"https://openalex.org/I4210156944"
"12764";"https://openalex.org/I4210158148"
"12765";"https://openalex.org/I4210158779"
"12766";"https://openalex.org/I4210159856"
"12767";"https://openalex.org/I4210165291"
"12768";"https://openalex.org/I4210165389"
"12769";"https://openalex.org/I4210166347"
"12770";"https://openalex.org/I79272384"
"12771";"https://openalex.org/I84913233"
"12772";"https://openalex.org/I926076166"
"12773";"https://openalex.org/I126311117"
"12774";"https://openalex.org/I1289431368"
"12775";"https://openalex.org/I1318617081"
"12776";"https://openalex.org/I164478703"
"12777";"https://openalex.org/I20305541"
"12778";"https://openalex.org/I2799435774"
"12779";"https://openalex.org/I2800423888"
"12780";"https://openalex.org/I2801853235"
"12781";"https://openalex.org/I2802362269"
"12782";"https://openalex.org/I2802630937"
"12783";"https://openalex.org/I28932325"
"12784";"https://openalex.org/I3020504353"
"12785";"https://openalex.org/I4210097149"
"12786";"https://openalex.org/I4210107965"
"12787";"https://openalex.org/I4210109691"
"12788";"https://openalex.org/I4210110123"
"12789";"https://openalex.org/I4210114157"
"12790";"https://openalex.org/I4210115235"
"12791";"https://openalex.org/I4210117826"
"12792";"https://openalex.org/I4210119514"
"12793";"https://openalex.org/I4210120707"
"12794";"https://openalex.org/I4210125947"
"12795";"https://openalex.org/I4210128478"
"12796";"https://openalex.org/I4210130178"
"12797";"https://openalex.org/I4210132220"
"12798";"https://openalex.org/I4210136017"
"12799";"https://openalex.org/I4210137741"
"12800";"https://openalex.org/I4210140674"
"12801";"https://openalex.org/I4210142250"
"12802";"https://openalex.org/I4210149945"
"12803";"https://openalex.org/I4210155413"
"12804";"https://openalex.org/I4210157632"
"12805";"https://openalex.org/I4210162279"
"12806";"https://openalex.org/I79775147"
"12807";"https://openalex.org/I84279003"
"12808";"https://openalex.org/I93131583"
"12809";"https://openalex.org/I2799430415"
"12810";"https://openalex.org/I2801716884"
"12811";"https://openalex.org/I2802822481"
"12812";"https://openalex.org/I31079310"
"12813";"https://openalex.org/I3130204378"
"12814";"https://openalex.org/I4210094717"
"12815";"https://openalex.org/I4210098306"
"12816";"https://openalex.org/I4210099840"
"12817";"https://openalex.org/I4210104033"
"12818";"https://openalex.org/I4210105726"
"12819";"https://openalex.org/I4210106727"
"12820";"https://openalex.org/I4210107553"
"12821";"https://openalex.org/I4210113619"
"12822";"https://openalex.org/I4210117728"
"12823";"https://openalex.org/I4210138026"
"12824";"https://openalex.org/I4210141574"
"12825";"https://openalex.org/I4210145203"
"12826";"https://openalex.org/I4210153378"
"12827";"https://openalex.org/I4210160763"
"12828";"https://openalex.org/I51485169"
"12829";"https://openalex.org/I55188197"
"12830";"https://openalex.org/I65137940"
"12831";"https://openalex.org/I141074466"
"12832";"https://openalex.org/I2802961082"
"12833";"https://openalex.org/I3133211407"
"12834";"https://openalex.org/I36486460"
"12835";"https://openalex.org/I4210092970"
"12836";"https://openalex.org/I4210101103"
"12837";"https://openalex.org/I4210114530"
"12838";"https://openalex.org/I4210117526"
"12839";"https://openalex.org/I4210161077"
"12840";"https://openalex.org/I884693733"
"12841";"https://openalex.org/I113428412"
"12842";"https://openalex.org/I2801339391"
"12843";"https://openalex.org/I4210118925"
"12844";"https://openalex.org/I4210135470"
"12845";"https://openalex.org/I4210136411"
"12846";"https://openalex.org/I4210139238"
"12847";"https://openalex.org/I4210143836"
"12848";"https://openalex.org/I4210149885"
"12849";"https://openalex.org/I4210149986"
"12850";"https://openalex.org/I4210164740"
"12851";"https://openalex.org/I84676521"
"12852";"https://openalex.org/I1340121542"
"12853";"https://openalex.org/I166427055"
"12854";"https://openalex.org/I4210086903"
"12855";"https://openalex.org/I4210091087"
"12856";"https://openalex.org/I4210092277"
"12857";"https://openalex.org/I4210092895"
"12858";"https://openalex.org/I4210114129"
"12859";"https://openalex.org/I4210121338"
"12860";"https://openalex.org/I4210135124"
"12861";"https://openalex.org/I4210158291"
"12862";"https://openalex.org/I4210160051"
"12863";"https://openalex.org/I4210162158"
"12864";"https://openalex.org/I4210162520"
"12865";"https://openalex.org/I4210166604"
"12866";"https://openalex.org/I120379545"
"12867";"https://openalex.org/I1333738725"
"12868";"https://openalex.org/I166722992"
"12869";"https://openalex.org/I183146814"
"12870";"https://openalex.org/I2799632680"
"12871";"https://openalex.org/I2802331087"
"12872";"https://openalex.org/I2803046337"
"12873";"https://openalex.org/I4210087650"
"12874";"https://openalex.org/I4210090930"
"12875";"https://openalex.org/I4210100303"
"12876";"https://openalex.org/I4210102295"
"12877";"https://openalex.org/I4210109561"
"12878";"https://openalex.org/I4210111543"
"12879";"https://openalex.org/I4210115587"
"12880";"https://openalex.org/I4210118716"
"12881";"https://openalex.org/I4210122310"
"12882";"https://openalex.org/I4210127922"
"12883";"https://openalex.org/I4210133337"
"12884";"https://openalex.org/I4210135272"
"12885";"https://openalex.org/I4210136402"
"12886";"https://openalex.org/I4210149392"
"12887";"https://openalex.org/I4210150845"
"12888";"https://openalex.org/I4210152669"
"12889";"https://openalex.org/I4210154719"
"12890";"https://openalex.org/I4210156421"
"12891";"https://openalex.org/I4210164589"
"12892";"https://openalex.org/I85744235"
"12893";"https://openalex.org/I1326965316"
"12894";"https://openalex.org/I161052086"
"12895";"https://openalex.org/I218822139"
"12896";"https://openalex.org/I2801166139"
"12897";"https://openalex.org/I2803062987"
"12898";"https://openalex.org/I300951488"
"12899";"https://openalex.org/I307360612"
"12900";"https://openalex.org/I4210089887"
"12901";"https://openalex.org/I4210091688"
"12902";"https://openalex.org/I4210092385"
"12903";"https://openalex.org/I4210093356"
"12904";"https://openalex.org/I4210116503"
"12905";"https://openalex.org/I4210118562"
"12906";"https://openalex.org/I4210125099"
"12907";"https://openalex.org/I4210134579"
"12908";"https://openalex.org/I4210134592"
"12909";"https://openalex.org/I4210135530"
"12910";"https://openalex.org/I4210145274"
"12911";"https://openalex.org/I4210148251"
"12912";"https://openalex.org/I59749544"
"12913";"https://openalex.org/I71824836"
"12914";"https://openalex.org/I152195623"
"12915";"https://openalex.org/I2799379113"
"12916";"https://openalex.org/I2800780207"
"12917";"https://openalex.org/I3130010255"
"12918";"https://openalex.org/I4210106686"
"12919";"https://openalex.org/I4210113478"
