"";"inst_all";"V2"
"4172";"https://openalex.org/I4210087499";4
"4173";"https://openalex.org/I4210087516";36
"4174";"https://openalex.org/I4210087517";2
"4175";"https://openalex.org/I4210087585";3
"4176";"https://openalex.org/I4210087590";16
"4177";"https://openalex.org/I4210087669";1
"4178";"https://openalex.org/I4210087704";6
"4179";"https://openalex.org/I4210087705";1
"4180";"https://openalex.org/I4210087707";1
"4181";"https://openalex.org/I4210087727";4
"4182";"https://openalex.org/I4210087731";6
"4183";"https://openalex.org/I4210087738";1
"4184";"https://openalex.org/I4210087739";25
"4185";"https://openalex.org/I4210087753";1
"4186";"https://openalex.org/I4210087771";7
"4187";"https://openalex.org/I4210087785";11
"4188";"https://openalex.org/I4210087796";1
"4189";"https://openalex.org/I4210087800";5
"4190";"https://openalex.org/I4210087849";11
"4191";"https://openalex.org/I4210087881";5
"4192";"https://openalex.org/I4210087915";4
"4193";"https://openalex.org/I4210087922";13
"4194";"https://openalex.org/I4210087936";3
"4195";"https://openalex.org/I4210087982";55
"4196";"https://openalex.org/I4210087984";11
"4197";"https://openalex.org/I4210088000";1
"4198";"https://openalex.org/I4210088008";15
"4199";"https://openalex.org/I4210088013";5
"4200";"https://openalex.org/I4210088018";6
"4201";"https://openalex.org/I4210088031";6
"4202";"https://openalex.org/I4210088045";1
"4203";"https://openalex.org/I4210088054";1
"4204";"https://openalex.org/I4210088059";1
"4205";"https://openalex.org/I4210088064";11
"4206";"https://openalex.org/I4210088080";15
"4207";"https://openalex.org/I4210088086";11
"4208";"https://openalex.org/I4210088111";1
"4209";"https://openalex.org/I4210088145";1
"4210";"https://openalex.org/I4210088176";14
"4211";"https://openalex.org/I4210088227";4
"4212";"https://openalex.org/I4210088232";2
"4213";"https://openalex.org/I4210088277";5
"4214";"https://openalex.org/I4210088294";2
"4215";"https://openalex.org/I4210088322";1
"4216";"https://openalex.org/I4210088336";1
"4217";"https://openalex.org/I4210088341";6
"4218";"https://openalex.org/I4210088351";1
"4219";"https://openalex.org/I4210088362";13
"4220";"https://openalex.org/I4210088380";1
"4221";"https://openalex.org/I4210088382";6
"4222";"https://openalex.org/I4210088432";11
"4223";"https://openalex.org/I4210088438";1
"4224";"https://openalex.org/I4210088442";1
"4225";"https://openalex.org/I4210088450";9
"4226";"https://openalex.org/I4210088452";2
"4227";"https://openalex.org/I4210088457";1
"4228";"https://openalex.org/I4210088535";1
"4229";"https://openalex.org/I4210088544";5
"4230";"https://openalex.org/I4210088548";3
"4231";"https://openalex.org/I4210088567";1
"4232";"https://openalex.org/I4210088594";35
"4233";"https://openalex.org/I4210088595";1
"4234";"https://openalex.org/I4210088637";5
"4235";"https://openalex.org/I4210088645";6
"4236";"https://openalex.org/I4210088665";2
"4237";"https://openalex.org/I4210088687";26
"4238";"https://openalex.org/I4210088688";1
"4239";"https://openalex.org/I4210088691";4
"4240";"https://openalex.org/I4210088703";1
"4241";"https://openalex.org/I4210088705";4
"4242";"https://openalex.org/I4210088715";3
"4243";"https://openalex.org/I4210088717";21
"4244";"https://openalex.org/I4210088744";2
"4245";"https://openalex.org/I4210088746";4
"4246";"https://openalex.org/I4210088809";5
"4247";"https://openalex.org/I4210088835";3
"4248";"https://openalex.org/I4210088836";1
"4249";"https://openalex.org/I4210088892";4
"4250";"https://openalex.org/I4210088908";1
"4251";"https://openalex.org/I4210088915";3
"4252";"https://openalex.org/I4210088940";1
"4253";"https://openalex.org/I4210088963";18
"4254";"https://openalex.org/I4210088969";2
"4255";"https://openalex.org/I4210088988";6
"4256";"https://openalex.org/I4210089026";1
"4257";"https://openalex.org/I4210089057";1
"4258";"https://openalex.org/I4210089078";2
"4259";"https://openalex.org/I4210089123";2
"4260";"https://openalex.org/I4210089143";5
"4261";"https://openalex.org/I4210089144";5
"4262";"https://openalex.org/I4210089278";1
"4263";"https://openalex.org/I4210089287";6
"4264";"https://openalex.org/I4210089325";1
"4265";"https://openalex.org/I4210089330";1
"4266";"https://openalex.org/I4210089341";1
"4267";"https://openalex.org/I4210089366";2
"4268";"https://openalex.org/I4210089400";25
"4269";"https://openalex.org/I4210089411";9
"4270";"https://openalex.org/I4210089425";1
"4271";"https://openalex.org/I4210089506";2
"4272";"https://openalex.org/I4210089509";9
"4273";"https://openalex.org/I4210089536";21
"4274";"https://openalex.org/I4210089539";4
"4275";"https://openalex.org/I4210089577";5
"4276";"https://openalex.org/I4210089621";2
"4277";"https://openalex.org/I4210089639";1
"4278";"https://openalex.org/I4210089668";4
"4279";"https://openalex.org/I4210089672";3
"4280";"https://openalex.org/I4210089758";1
"4281";"https://openalex.org/I4210089770";4
"4282";"https://openalex.org/I4210089805";27
"4283";"https://openalex.org/I4210089815";1
"4284";"https://openalex.org/I4210089821";1
"4285";"https://openalex.org/I4210089824";4
"4286";"https://openalex.org/I4210089839";1
"4287";"https://openalex.org/I4210089892";2
"4288";"https://openalex.org/I4210089915";1
"4289";"https://openalex.org/I4210089933";3
"4290";"https://openalex.org/I4210089959";1
"4291";"https://openalex.org/I4210089966";12
"4292";"https://openalex.org/I4210089984";1
"4293";"https://openalex.org/I4210090045";1
"4294";"https://openalex.org/I4210090052";1
"4295";"https://openalex.org/I4210090055";1
"4296";"https://openalex.org/I4210090073";2
"4297";"https://openalex.org/I4210090093";1
"4298";"https://openalex.org/I4210090124";12
"4299";"https://openalex.org/I4210090146";1
"4300";"https://openalex.org/I4210090198";1
"4301";"https://openalex.org/I4210090220";15
"4302";"https://openalex.org/I4210090236";1
"4303";"https://openalex.org/I4210090268";1
"4304";"https://openalex.org/I4210090289";8
"4305";"https://openalex.org/I4210090311";2
"4306";"https://openalex.org/I4210090357";4
"4307";"https://openalex.org/I4210090415";2
"4308";"https://openalex.org/I4210090424";1
"4309";"https://openalex.org/I4210090435";10
"4310";"https://openalex.org/I4210090461";1
"4311";"https://openalex.org/I4210090488";3
"4312";"https://openalex.org/I4210090490";4
"4313";"https://openalex.org/I4210090502";1
"4314";"https://openalex.org/I4210090568";62
"4315";"https://openalex.org/I4210090582";6
"4316";"https://openalex.org/I4210090588";2
"4317";"https://openalex.org/I4210090649";34
"4318";"https://openalex.org/I4210090658";5
"4319";"https://openalex.org/I4210090662";26
"4320";"https://openalex.org/I4210090709";2
"4321";"https://openalex.org/I4210090724";1
"4322";"https://openalex.org/I4210090733";4
"4323";"https://openalex.org/I4210090773";4
"4324";"https://openalex.org/I4210090803";1
"4325";"https://openalex.org/I4210090813";1
"4326";"https://openalex.org/I4210090825";2
"4327";"https://openalex.org/I4210090826";112
"4328";"https://openalex.org/I4210090898";4
"4329";"https://openalex.org/I4210090927";6
"4330";"https://openalex.org/I4210090942";1
"4331";"https://openalex.org/I4210090949";12
"4332";"https://openalex.org/I4210090965";8
"4333";"https://openalex.org/I4210090971";11
"4334";"https://openalex.org/I4210091008";35
"4335";"https://openalex.org/I4210091016";1
"4336";"https://openalex.org/I4210091034";1
"4337";"https://openalex.org/I4210091090";1
"4338";"https://openalex.org/I4210091118";9
"4339";"https://openalex.org/I4210091134";3
"4340";"https://openalex.org/I4210091150";2
"4341";"https://openalex.org/I4210091152";1
"4342";"https://openalex.org/I4210091158";1
"4343";"https://openalex.org/I4210091170";6
"4344";"https://openalex.org/I4210091172";1
"4345";"https://openalex.org/I4210091183";1
"4346";"https://openalex.org/I4210091227";3
"4347";"https://openalex.org/I4210091240";10
"4348";"https://openalex.org/I4210091243";2
"4349";"https://openalex.org/I4210091267";82
"4350";"https://openalex.org/I4210091279";2
"4351";"https://openalex.org/I4210091298";1
"4352";"https://openalex.org/I4210091313";1
"4353";"https://openalex.org/I4210091345";3
"4354";"https://openalex.org/I4210091379";3
"4355";"https://openalex.org/I4210091400";4
"4356";"https://openalex.org/I4210091425";9
"4357";"https://openalex.org/I4210091436";9
"4358";"https://openalex.org/I4210091506";4
"4359";"https://openalex.org/I4210091552";1
"4360";"https://openalex.org/I4210091554";3
"4361";"https://openalex.org/I4210091563";1
"4362";"https://openalex.org/I4210091612";1
"4363";"https://openalex.org/I4210091655";8
"4364";"https://openalex.org/I4210091705";5
"4365";"https://openalex.org/I4210091712";4
"4366";"https://openalex.org/I4210091730";24
"4367";"https://openalex.org/I4210091745";64
"4368";"https://openalex.org/I4210091755";3
"4369";"https://openalex.org/I4210091768";1
"4370";"https://openalex.org/I4210091775";9
"4371";"https://openalex.org/I4210091787";2
"4372";"https://openalex.org/I4210091792";15
"4373";"https://openalex.org/I4210091800";1
"4374";"https://openalex.org/I4210091861";15
"4375";"https://openalex.org/I4210091916";30
"4376";"https://openalex.org/I4210091947";1
"4377";"https://openalex.org/I4210091949";4
"4378";"https://openalex.org/I4210091955";16
"4379";"https://openalex.org/I4210092032";3
"4380";"https://openalex.org/I4210092041";6
"4381";"https://openalex.org/I4210092078";1
"4382";"https://openalex.org/I4210092095";1
"4383";"https://openalex.org/I4210092132";48
"4384";"https://openalex.org/I4210092144";2
"4385";"https://openalex.org/I4210092165";4
"4386";"https://openalex.org/I4210092172";30
"4387";"https://openalex.org/I4210092214";3
"4388";"https://openalex.org/I4210092219";7
"4389";"https://openalex.org/I4210092253";1
"4390";"https://openalex.org/I4210092267";3
"4391";"https://openalex.org/I4210092303";102
"4392";"https://openalex.org/I4210092324";31
"4393";"https://openalex.org/I4210092332";4
"4394";"https://openalex.org/I4210092349";2
"4395";"https://openalex.org/I4210092405";16
"4396";"https://openalex.org/I4210092408";4
"4397";"https://openalex.org/I4210092443";2
"4398";"https://openalex.org/I4210092444";1
"4399";"https://openalex.org/I4210092459";3
"4400";"https://openalex.org/I4210092489";7
"4401";"https://openalex.org/I4210092499";2
"4402";"https://openalex.org/I4210092510";1
"4403";"https://openalex.org/I4210092551";2
"4404";"https://openalex.org/I4210092569";1
"4405";"https://openalex.org/I4210092770";22
"4406";"https://openalex.org/I4210092773";5
"4407";"https://openalex.org/I4210092868";2
"4408";"https://openalex.org/I4210092870";2
"4409";"https://openalex.org/I4210092944";11
"4410";"https://openalex.org/I4210092976";7
"4411";"https://openalex.org/I4210093021";5
"4412";"https://openalex.org/I4210093023";1
"4413";"https://openalex.org/I4210093052";1
"4414";"https://openalex.org/I4210093057";4
"4415";"https://openalex.org/I4210093076";3
"4416";"https://openalex.org/I4210093131";4
"4417";"https://openalex.org/I4210093214";1
"4418";"https://openalex.org/I4210093237";2
"4419";"https://openalex.org/I4210093284";5
"4420";"https://openalex.org/I4210093336";8
"4421";"https://openalex.org/I4210093402";2
"4422";"https://openalex.org/I4210093412";1
"4423";"https://openalex.org/I4210093434";2
"4424";"https://openalex.org/I4210093457";3
"4425";"https://openalex.org/I4210093468";10
"4426";"https://openalex.org/I4210093481";2
"4427";"https://openalex.org/I4210093530";3
"4428";"https://openalex.org/I4210093577";3
"4429";"https://openalex.org/I4210093622";1
"4430";"https://openalex.org/I4210093649";9
"4431";"https://openalex.org/I4210093674";1
"4432";"https://openalex.org/I4210093696";1
"4433";"https://openalex.org/I4210093703";9
"4434";"https://openalex.org/I4210093720";1
"4435";"https://openalex.org/I4210093792";4
"4436";"https://openalex.org/I4210093808";4
"4437";"https://openalex.org/I4210093825";26
"4438";"https://openalex.org/I4210093905";2
"4439";"https://openalex.org/I4210093907";3
"4440";"https://openalex.org/I4210093938";1
"4441";"https://openalex.org/I4210093973";1
"4442";"https://openalex.org/I4210094040";4
"4443";"https://openalex.org/I4210094076";1
"4444";"https://openalex.org/I4210094103";1
"4445";"https://openalex.org/I4210094126";1
"4446";"https://openalex.org/I4210094138";97
"4447";"https://openalex.org/I4210094173";2
"4448";"https://openalex.org/I4210094226";9
"4449";"https://openalex.org/I4210094250";24
"4450";"https://openalex.org/I4210094289";5
"4451";"https://openalex.org/I4210094357";4
"4452";"https://openalex.org/I4210094364";2
"4453";"https://openalex.org/I4210094370";1
"4454";"https://openalex.org/I4210094372";1
"4455";"https://openalex.org/I4210094421";2
"4456";"https://openalex.org/I4210094452";1
"4457";"https://openalex.org/I4210094490";1
"4458";"https://openalex.org/I4210094505";14
"4459";"https://openalex.org/I4210094535";11
"4460";"https://openalex.org/I4210094536";3
"4461";"https://openalex.org/I4210094540";9
"4462";"https://openalex.org/I4210094603";2
"4463";"https://openalex.org/I4210094618";2
"4464";"https://openalex.org/I4210094654";21
"4465";"https://openalex.org/I4210094697";9
"4466";"https://openalex.org/I4210094754";1
"4467";"https://openalex.org/I4210094772";2
"4468";"https://openalex.org/I4210094789";7
"4469";"https://openalex.org/I4210094798";6
"4470";"https://openalex.org/I4210094856";1
"4471";"https://openalex.org/I4210094885";1
"4472";"https://openalex.org/I4210094929";1
"4473";"https://openalex.org/I4210094980";3
"4474";"https://openalex.org/I4210094995";1
"4475";"https://openalex.org/I4210094999";1
"4476";"https://openalex.org/I4210095031";16
"4477";"https://openalex.org/I4210095036";12
"4478";"https://openalex.org/I4210095073";4
"4479";"https://openalex.org/I4210095092";6
"4480";"https://openalex.org/I4210095101";23
"4481";"https://openalex.org/I4210095110";182
"4482";"https://openalex.org/I4210095123";2
"4483";"https://openalex.org/I4210095130";12
"4484";"https://openalex.org/I4210095198";2
"4485";"https://openalex.org/I4210095203";2
"4486";"https://openalex.org/I4210095222";2
"4487";"https://openalex.org/I4210095226";7
"4488";"https://openalex.org/I4210095257";6
"4489";"https://openalex.org/I4210095282";1
"4490";"https://openalex.org/I4210095290";2
"4491";"https://openalex.org/I4210095297";11
"4492";"https://openalex.org/I4210095327";3
"4493";"https://openalex.org/I4210095395";3
"4494";"https://openalex.org/I4210095435";2
"4495";"https://openalex.org/I4210095439";17
"4496";"https://openalex.org/I4210095451";5
"4497";"https://openalex.org/I4210095504";4
"4498";"https://openalex.org/I4210095520";2
"4499";"https://openalex.org/I4210095543";1
"4500";"https://openalex.org/I4210095581";2
"4501";"https://openalex.org/I4210095593";3
"4502";"https://openalex.org/I4210095594";6
"4503";"https://openalex.org/I4210095647";6
"4504";"https://openalex.org/I4210095660";1
"4505";"https://openalex.org/I4210095662";18
"4506";"https://openalex.org/I4210095677";14
"4507";"https://openalex.org/I4210095683";11
"4508";"https://openalex.org/I4210095684";3
"4509";"https://openalex.org/I4210095741";1
"4510";"https://openalex.org/I4210095761";7
"4511";"https://openalex.org/I4210095792";11
"4512";"https://openalex.org/I4210095825";1
"4513";"https://openalex.org/I4210095845";1
"4514";"https://openalex.org/I4210095853";1
"4515";"https://openalex.org/I4210095912";3
"4516";"https://openalex.org/I4210095952";3
"4517";"https://openalex.org/I4210095969";6
"4518";"https://openalex.org/I4210095982";2
"4519";"https://openalex.org/I4210095987";2
"4520";"https://openalex.org/I4210095992";21
"4521";"https://openalex.org/I4210096016";1
"4522";"https://openalex.org/I4210096035";1
"4523";"https://openalex.org/I4210096063";15
"4524";"https://openalex.org/I4210096112";5
"4525";"https://openalex.org/I4210096127";1
"4526";"https://openalex.org/I4210096137";12
"4527";"https://openalex.org/I4210096155";1
"4528";"https://openalex.org/I4210096221";1
"4529";"https://openalex.org/I4210096247";2
"4530";"https://openalex.org/I4210096250";9
"4531";"https://openalex.org/I4210096295";6
"4532";"https://openalex.org/I4210096345";2
"4533";"https://openalex.org/I4210096351";7
"4534";"https://openalex.org/I4210096394";2
"4535";"https://openalex.org/I4210096430";2
"4536";"https://openalex.org/I4210096456";3
"4537";"https://openalex.org/I4210096470";1
"4538";"https://openalex.org/I4210096473";4
"4539";"https://openalex.org/I4210096499";12
"4540";"https://openalex.org/I4210096503";1
"4541";"https://openalex.org/I4210096504";1
"4542";"https://openalex.org/I4210096534";1
"4543";"https://openalex.org/I4210096541";3
"4544";"https://openalex.org/I4210096575";3
"4545";"https://openalex.org/I4210096578";4
"4546";"https://openalex.org/I4210096584";1
"4547";"https://openalex.org/I4210096605";62
"4548";"https://openalex.org/I4210096615";4
"4549";"https://openalex.org/I4210096641";29
"4550";"https://openalex.org/I4210096653";92
"4551";"https://openalex.org/I4210096667";1
"4552";"https://openalex.org/I4210096710";5
"4553";"https://openalex.org/I4210096752";5
"4554";"https://openalex.org/I4210096782";1
"4555";"https://openalex.org/I4210096824";1
"4556";"https://openalex.org/I4210096833";1
"4557";"https://openalex.org/I4210096850";1
"4558";"https://openalex.org/I4210096856";6
"4559";"https://openalex.org/I4210096864";7
"4560";"https://openalex.org/I4210096892";2
"4561";"https://openalex.org/I4210096893";10
"4562";"https://openalex.org/I4210096899";4
"4563";"https://openalex.org/I4210096913";25
"4564";"https://openalex.org/I4210096915";5
"4565";"https://openalex.org/I4210096922";11
"4566";"https://openalex.org/I4210096930";2
"4567";"https://openalex.org/I4210096961";10
"4568";"https://openalex.org/I4210096962";2
"4569";"https://openalex.org/I4210096970";2
"4570";"https://openalex.org/I4210097016";3
"4571";"https://openalex.org/I4210097017";4
"4572";"https://openalex.org/I4210097036";12
"4573";"https://openalex.org/I4210097050";12
"4574";"https://openalex.org/I4210097053";1
"4575";"https://openalex.org/I4210097078";1
"4576";"https://openalex.org/I4210097087";2
"4577";"https://openalex.org/I4210097110";1
"4578";"https://openalex.org/I4210097131";1
"4579";"https://openalex.org/I4210097172";13
"4580";"https://openalex.org/I4210097214";58
"4581";"https://openalex.org/I4210097246";1
"4582";"https://openalex.org/I4210097266";1
"4583";"https://openalex.org/I4210097267";1
"4584";"https://openalex.org/I4210097301";8
"4585";"https://openalex.org/I4210097307";1
"4586";"https://openalex.org/I4210097310";33
"4587";"https://openalex.org/I4210097403";7
"4588";"https://openalex.org/I4210097419";1
"4589";"https://openalex.org/I4210097431";4
"4590";"https://openalex.org/I4210097440";16
"4591";"https://openalex.org/I4210097536";2
"4592";"https://openalex.org/I4210097553";9
"4593";"https://openalex.org/I4210097592";1
"4594";"https://openalex.org/I4210097606";5
"4595";"https://openalex.org/I4210097625";3
"4596";"https://openalex.org/I4210097633";1
"4597";"https://openalex.org/I4210097643";2
"4598";"https://openalex.org/I4210097652";4
"4599";"https://openalex.org/I4210097659";9
"4600";"https://openalex.org/I4210097660";2
"4601";"https://openalex.org/I4210097716";1
"4602";"https://openalex.org/I4210097717";65
"4603";"https://openalex.org/I4210097770";8
"4604";"https://openalex.org/I4210097800";1
"4605";"https://openalex.org/I4210097831";1
"4606";"https://openalex.org/I4210097910";9
"4607";"https://openalex.org/I4210097969";17
"4608";"https://openalex.org/I4210098006";4
"4609";"https://openalex.org/I4210098011";2
"4610";"https://openalex.org/I4210098027";1
"4611";"https://openalex.org/I4210098065";1
"4612";"https://openalex.org/I4210098107";4
"4613";"https://openalex.org/I4210098154";1
"4614";"https://openalex.org/I4210098167";3
"4615";"https://openalex.org/I4210098190";3
"4616";"https://openalex.org/I4210098355";1
"4617";"https://openalex.org/I4210098357";4
"4618";"https://openalex.org/I4210098358";1
"4619";"https://openalex.org/I4210098364";4
"4620";"https://openalex.org/I4210098382";4
"4621";"https://openalex.org/I4210098398";5
"4622";"https://openalex.org/I4210098420";2
"4623";"https://openalex.org/I4210098426";17
"4624";"https://openalex.org/I4210098460";4
"4625";"https://openalex.org/I4210098463";1
"4626";"https://openalex.org/I4210098479";1
"4627";"https://openalex.org/I4210098492";2
"4628";"https://openalex.org/I4210098550";1
"4629";"https://openalex.org/I4210098571";4
"4630";"https://openalex.org/I4210098594";5
"4631";"https://openalex.org/I4210098610";1
"4632";"https://openalex.org/I4210098759";15
"4633";"https://openalex.org/I4210098806";1
"4634";"https://openalex.org/I4210098879";1
"4635";"https://openalex.org/I4210098910";67
"4636";"https://openalex.org/I4210098913";1
"4637";"https://openalex.org/I4210098917";2
"4638";"https://openalex.org/I4210098924";3
"4639";"https://openalex.org/I4210098947";1
"4640";"https://openalex.org/I4210098966";12
"4641";"https://openalex.org/I4210098972";1
"4642";"https://openalex.org/I4210098984";1
"4643";"https://openalex.org/I4210099006";2
"4644";"https://openalex.org/I4210099016";1
"4645";"https://openalex.org/I4210099113";15
"4646";"https://openalex.org/I4210099155";2
"4647";"https://openalex.org/I4210099230";5
"4648";"https://openalex.org/I4210099236";2
"4649";"https://openalex.org/I4210099277";5
"4650";"https://openalex.org/I4210099287";1
"4651";"https://openalex.org/I4210099312";11
"4652";"https://openalex.org/I4210099347";6
"4653";"https://openalex.org/I4210099384";1
"4654";"https://openalex.org/I4210099407";1
"4655";"https://openalex.org/I4210099418";6
"4656";"https://openalex.org/I4210099431";1
"4657";"https://openalex.org/I4210099432";1
"4658";"https://openalex.org/I4210099437";30
"4659";"https://openalex.org/I4210099477";5
"4660";"https://openalex.org/I4210099489";4
"4661";"https://openalex.org/I4210099493";3
"4662";"https://openalex.org/I4210099496";5
"4663";"https://openalex.org/I4210099607";1
"4664";"https://openalex.org/I4210099626";7
"4665";"https://openalex.org/I4210099636";1
"4666";"https://openalex.org/I4210099638";2
"4667";"https://openalex.org/I4210099652";3
"4668";"https://openalex.org/I4210099699";20
"4669";"https://openalex.org/I4210099783";1
"4670";"https://openalex.org/I4210099813";2
"4671";"https://openalex.org/I4210099821";3
"4672";"https://openalex.org/I4210099837";1
"4673";"https://openalex.org/I4210099846";1
"4674";"https://openalex.org/I4210099855";1
"4675";"https://openalex.org/I4210099865";7
"4676";"https://openalex.org/I4210099876";3
"4677";"https://openalex.org/I4210099922";1
"4678";"https://openalex.org/I4210099968";2
"4679";"https://openalex.org/I4210100000";6
"4680";"https://openalex.org/I4210100009";204
"4681";"https://openalex.org/I4210100019";1
"4682";"https://openalex.org/I4210100020";7
"4683";"https://openalex.org/I4210100043";33
"4684";"https://openalex.org/I4210100111";3
"4685";"https://openalex.org/I4210100137";2
"4686";"https://openalex.org/I4210100172";2
"4687";"https://openalex.org/I4210100221";1
"4688";"https://openalex.org/I4210100231";4
"4689";"https://openalex.org/I4210100233";1
"4690";"https://openalex.org/I4210100252";44
"4691";"https://openalex.org/I4210100301";1
"4692";"https://openalex.org/I4210100323";11
"4693";"https://openalex.org/I4210100389";11
"4694";"https://openalex.org/I4210100457";2
"4695";"https://openalex.org/I4210100470";2
"4696";"https://openalex.org/I4210100492";17
"4697";"https://openalex.org/I4210100496";1
"4698";"https://openalex.org/I4210100510";1
"4699";"https://openalex.org/I4210100515";1
"4700";"https://openalex.org/I4210100577";24
"4701";"https://openalex.org/I4210100610";3
"4702";"https://openalex.org/I4210100615";4
"4703";"https://openalex.org/I4210100674";16
"4704";"https://openalex.org/I4210100686";1
"4705";"https://openalex.org/I4210100695";3
"4706";"https://openalex.org/I4210100705";58
"4707";"https://openalex.org/I4210100745";1
"4708";"https://openalex.org/I4210100760";7
"4709";"https://openalex.org/I4210100786";2
"4710";"https://openalex.org/I4210100787";6
"4711";"https://openalex.org/I4210100829";1
"4712";"https://openalex.org/I4210100841";8
"4713";"https://openalex.org/I4210100846";1
"4714";"https://openalex.org/I4210100872";9
"4715";"https://openalex.org/I4210100888";2
"4716";"https://openalex.org/I4210100893";1
"4717";"https://openalex.org/I4210100913";1
"4718";"https://openalex.org/I4210100914";4
"4719";"https://openalex.org/I4210100923";5
"4720";"https://openalex.org/I4210100927";5
"4721";"https://openalex.org/I4210100928";3
"4722";"https://openalex.org/I4210100938";2
"4723";"https://openalex.org/I4210100945";6
"4724";"https://openalex.org/I4210100953";7
"4725";"https://openalex.org/I4210101062";1
"4726";"https://openalex.org/I4210101072";2
"4727";"https://openalex.org/I4210101093";4
"4728";"https://openalex.org/I4210101099";4
"4729";"https://openalex.org/I4210101159";2
"4730";"https://openalex.org/I4210101171";6
"4731";"https://openalex.org/I4210101197";59
"4732";"https://openalex.org/I4210101203";2
"4733";"https://openalex.org/I4210101205";1
"4734";"https://openalex.org/I4210101211";1
"4735";"https://openalex.org/I4210101242";16
"4736";"https://openalex.org/I4210101260";14
"4737";"https://openalex.org/I4210101268";11
"4738";"https://openalex.org/I4210101281";4
"4739";"https://openalex.org/I4210101293";3
"4740";"https://openalex.org/I4210101295";2
"4741";"https://openalex.org/I4210101299";9
"4742";"https://openalex.org/I4210101316";10
"4743";"https://openalex.org/I4210101320";27
"4744";"https://openalex.org/I4210101327";4
"4745";"https://openalex.org/I4210101344";2
"4746";"https://openalex.org/I4210101352";1
"4747";"https://openalex.org/I4210101364";1
"4748";"https://openalex.org/I4210101417";10
"4749";"https://openalex.org/I4210101451";2
"4750";"https://openalex.org/I4210101467";2
"4751";"https://openalex.org/I4210101474";8
"4752";"https://openalex.org/I4210101494";2
"4753";"https://openalex.org/I4210101516";1
"4754";"https://openalex.org/I4210101559";17
"4755";"https://openalex.org/I4210101654";17
"4756";"https://openalex.org/I4210101676";2
"4757";"https://openalex.org/I4210101714";1
"4758";"https://openalex.org/I4210101731";2
"4759";"https://openalex.org/I4210101737";7
"4760";"https://openalex.org/I4210101789";3
"4761";"https://openalex.org/I4210101800";2
"4762";"https://openalex.org/I4210101819";5
"4763";"https://openalex.org/I4210101845";3
"4764";"https://openalex.org/I4210101969";7
"4765";"https://openalex.org/I4210101970";1
"4766";"https://openalex.org/I4210101977";1
"4767";"https://openalex.org/I4210102005";3
"4768";"https://openalex.org/I4210102006";4
"4769";"https://openalex.org/I4210102008";1
"4770";"https://openalex.org/I4210102058";2
"4771";"https://openalex.org/I4210102127";1
"4772";"https://openalex.org/I4210102129";1
"4773";"https://openalex.org/I4210102140";9
"4774";"https://openalex.org/I4210102184";23
"4775";"https://openalex.org/I4210102207";113
"4776";"https://openalex.org/I4210102264";1
"4777";"https://openalex.org/I4210102282";4
"4778";"https://openalex.org/I4210102288";3
"4779";"https://openalex.org/I4210102413";4
"4780";"https://openalex.org/I4210102461";22
"4781";"https://openalex.org/I4210102474";3
"4782";"https://openalex.org/I4210102494";2
"4783";"https://openalex.org/I4210102505";10
"4784";"https://openalex.org/I4210102512";2
"4785";"https://openalex.org/I4210102520";1
"4786";"https://openalex.org/I4210102522";3
"4787";"https://openalex.org/I4210102571";1
"4788";"https://openalex.org/I4210102573";2
"4789";"https://openalex.org/I4210102604";3
"4790";"https://openalex.org/I4210102606";1
"4791";"https://openalex.org/I4210102611";14
"4792";"https://openalex.org/I4210102653";22
"4793";"https://openalex.org/I4210102658";1
"4794";"https://openalex.org/I4210102701";2
"4795";"https://openalex.org/I4210102737";4
"4796";"https://openalex.org/I4210102745";2
"4797";"https://openalex.org/I4210102774";3
"4798";"https://openalex.org/I4210102820";2
"4799";"https://openalex.org/I4210102835";1
"4800";"https://openalex.org/I4210102882";2
"4801";"https://openalex.org/I4210102902";2
"4802";"https://openalex.org/I4210102926";1
"4803";"https://openalex.org/I4210102980";7
"4804";"https://openalex.org/I4210102998";6
"4805";"https://openalex.org/I4210103002";9
"4806";"https://openalex.org/I4210103026";47
"4807";"https://openalex.org/I4210103039";10
"4808";"https://openalex.org/I4210103046";4
"4809";"https://openalex.org/I4210103052";5
"4810";"https://openalex.org/I4210103065";5
"4811";"https://openalex.org/I4210103111";1
"4812";"https://openalex.org/I4210103115";41
"4813";"https://openalex.org/I4210103127";7
"4814";"https://openalex.org/I4210103132";1
"4815";"https://openalex.org/I4210103144";2
"4816";"https://openalex.org/I4210103175";9
"4817";"https://openalex.org/I4210103194";3
"4818";"https://openalex.org/I4210103204";1
"4819";"https://openalex.org/I4210103247";8
"4820";"https://openalex.org/I4210103266";6
"4821";"https://openalex.org/I4210103273";4
"4822";"https://openalex.org/I4210103279";2
"4823";"https://openalex.org/I4210103330";1
"4824";"https://openalex.org/I4210103346";11
"4825";"https://openalex.org/I4210103354";3
"4826";"https://openalex.org/I4210103357";20
"4827";"https://openalex.org/I4210103375";1
"4828";"https://openalex.org/I4210103394";7
"4829";"https://openalex.org/I4210103429";1
"4830";"https://openalex.org/I4210103459";1
"4831";"https://openalex.org/I4210103466";3
"4832";"https://openalex.org/I4210103525";70
"4833";"https://openalex.org/I4210103552";1
"4834";"https://openalex.org/I4210103568";2
"4835";"https://openalex.org/I4210103621";7
"4836";"https://openalex.org/I4210103627";2
"4837";"https://openalex.org/I4210103637";1
